Category,Age,Gender,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate
Online Communities/File Sharing & Hosting,64+,Male,335,292,566,0.277,7.87,00:05:29,26,2579.49,0.0459
Travel & Transportation/Transportation/Parking,64+,Male,332,259,658,0.359,6.02,00:03:21,27,2399.26,0.041
Online Communities/Photo & Video Sharing/Photo & Image Sharing,64+,Male,330,279,532,0.305,4.63,00:03:28,21,1846.64,0.0395
Finance/Financial Planning & Management,64+,Male,328,251,639,0.329,6.08,00:04:36,25,2596.17,0.0391
Home & Garden/Home Furnishings/Rugs & Carpets,64+,Male,326,264,699,0.328,5.36,00:03:29,25,1487.24,0.0358
Computers & Electronics/Computer Security/Antivirus & Malware,64+,Male,325,271,565,0.287,6.57,00:04:15,25,2648.9,0.0442
Law & Government/Government/State & Local Government,64+,Male,325,251,636,0.346,4.98,00:03:36,19,1451.56,0.0299
Shopping/Consumer Resources/Product Reviews & Price Comparisons/Price Comparisons,64+,Male,325,266,524,0.347,4.68,00:03:06,20,1874.03,0.0382
Science/Earth Sciences/Geology,64+,Male,324,259,608,0.336,5.49,00:03:25,21,2287.36,0.0345
People & Society/Family & Relationships/Family/Baby & Pet Names,64+,Male,321,259,607,0.358,5.18,00:03:23,25,2102.23,0.0412
"Autos & Vehicles/Motor Vehicles (By Type)/Trucks, Vans & SUVs/Pickup Trucks",64+,Male,320,252,500,0.362,5.23,00:03:14,13,1193,0.026
Business & Industrial/Advertising & Marketing/Marketing,64+,Male,319,256,747,0.321,5.2,00:04:27,21,1731.63,0.0281
Home & Garden/Kitchen & Dining/Small Kitchen Appliances,64+,Male,319,270,570,0.333,5.76,00:04:01,24,1954.02,0.0421
Business & Industrial/Construction & Maintenance,64+,Male,317,242,578,0.31,6.48,00:04:05,25,2355.03,0.0433
Home & Garden/Household Supplies/Household Batteries,64+,Male,315,247,582,0.318,4.89,00:03:20,20,1837.03,0.0344
Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments,64+,Male,313,249,580,0.357,5.28,00:03:18,17,1553.39,0.0293
Business & Industrial/Business Finance/Venture Capital,64+,Male,313,247,618,0.278,6.82,00:04:59,32,2871.78,0.0518
Home & Garden/Household Supplies,64+,Male,312,246,635,0.339,5.61,00:03:36,26,1978.78,0.0409
Business & Industrial/Advertising & Marketing,64+,Male,310,232,628,0.325,5.99,00:04:05,15,2253.91,0.0239
Autos & Vehicles/Motor Vehicles (By Brand)/Hyundai,64+,Male,307,225,613,0.336,4.75,00:02:56,8,438.25,0.0131
Autos & Vehicles/Commercial Vehicles/Cargo Trucks & Trailers,64+,Male,306,242,503,0.332,5.84,00:04:08,27,2920.99,0.0537
Arts & Entertainment/Music & Audio/CD & Audio Shopping,64+,Male,305,229,557,0.312,5.37,00:03:42,14,715.46,0.0251
Arts & Entertainment/Performing Arts/Opera,64+,Male,305,231,537,0.343,5.28,00:03:27,19,1385.1,0.0354
Home & Garden/Kitchen & Dining/Cookware & Diningware/Cookware/Cutlery & Cutting Accessories,64+,Male,305,236,537,0.302,5.8,00:03:47,19,1313.92,0.0354
Law & Government/Government/Public Finance,64+,Male,305,233,592,0.223,6.3,00:04:05,30,1986.25,0.0507
Pets & Animals/Pets/Fish & Aquaria,64+,Male,303,244,548,0.339,6.17,00:04:04,26,2577.65,0.0474
Home & Garden/Kitchen & Dining,64+,Male,301,246,590,0.356,5.19,00:03:28,21,2102.05,0.0356
Arts & Entertainment/Music & Audio/Rock Music/Hard Rock & Progressive,64+,Male,297,243,605,0.322,5.51,00:03:59,17,999.55,0.0281
Home & Garden/Bed & Bath/Bedroom/Beds & Headboards,64+,Male,297,237,556,0.327,5.18,00:03:35,19,1712.25,0.0342
News,64+,Male,295,231,576,0.384,5.37,00:03:38,12,1096.17,0.0208
Computers & Electronics/Software/Business & Productivity Software/Collaboration & Conferencing Software,64+,Male,294,236,637,0.272,6.29,00:04:16,32,3116.85,0.0502
Travel & Transportation/Luggage & Travel Accessories,64+,Male,294,250,545,0.314,6.56,00:04:35,19,1773.8,0.0349
Beauty & Fitness/Fitness/Fitness Equipment & Accessories/Fitness Technology Products,64+,Male,293,240,522,0.253,6.32,00:04:19,29,2233.16,0.0556
Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Sony PlayStation,64+,Male,292,247,474,0.306,6.72,00:04:37,21,1814.93,0.0443
Sports/Winter Sports/Skiing & Snowboarding,64+,Male,292,229,489,0.245,6.44,00:04:33,22,2538.49,0.045
Autos & Vehicles/Motor Vehicles (By Brand)/Citroën,64+,Male,290,235,502,0.343,5.08,00:02:53,16,1006.66,0.0319
Autos & Vehicles/Personal Aircraft,64+,Male,290,236,490,0.359,5.48,00:04:17,21,2022.31,0.0429
Food & Drink/Restaurants/Fast Food,64+,Male,290,228,545,0.362,4.52,00:02:56,15,1247.03,0.0275
Real Estate/Real Estate Listings/Commercial Properties,64+,Male,290,228,503,0.278,6.81,00:04:50,27,3081.65,0.0537
Autos & Vehicles/Motor Vehicles (By Brand)/Kia,64+,Male,289,230,558,0.335,5.37,00:03:23,23,2292.58,0.0412
Hobbies & Leisure/Outdoors/Hunting & Shooting,64+,Male,289,233,467,0.338,5.5,00:03:21,19,1297.44,0.0407
News/Technology News,64+,Male,289,236,565,0.303,6.35,00:04:22,18,1693.71,0.0319
Science/Chemistry,64+,Male,289,223,554,0.329,6.28,00:04:16,27,2713.33,0.0487
Travel & Transportation/Tourist Destinations/Mountain & Ski Resorts,64+,Male,289,237,513,0.304,6.41,00:03:55,25,2445.48,0.0487
Autos & Vehicles/Motor Vehicles (By Brand)/Peugeot,64+,Male,288,224,688,0.337,5.73,00:04:14,16,1892.44,0.0233
Arts & Entertainment/Music & Audio/Music Equipment & Technology,64+,Male,287,253,488,0.461,4.06,00:02:42,17,985.09,0.0348
Autos & Vehicles/Motor Vehicles (By Brand)/Bentley,64+,Male,287,240,584,0.274,6.05,00:03:50,21,1470.11,0.036
Home & Garden/Home Furnishings/Clocks,64+,Male,287,237,512,0.326,5.14,00:03:46,24,1664.39,0.0469
Hobbies & Leisure/Merit Prizes & Contests,64+,Male,285,232,515,0.365,5.06,00:02:47,14,1449.61,0.0272
Reference/Geographic Reference,64+,Male,285,211,513,0.343,5.09,00:03:12,18,1247.53,0.0351
Shopping/Toys/Building Toys,64+,Male,283,240,478,0.301,6.69,00:04:29,21,2546.19,0.0439
Computers & Electronics/Computer Hardware/Desktop Computers,64+,Male,279,230,468,0.308,5.65,00:03:40,20,1650.37,0.0427
Shopping/Consumer Resources/Customer Services/Technical Support & Repair,64+,Male,279,231,467,0.315,6.49,00:03:42,16,1119.14,0.0343
Computers & Electronics/Enterprise Technology/Data Management,64+,Male,278,237,536,0.313,5.67,00:04:22,19,2947.81,0.0354
Home & Garden/Domestic Services/Cleaning Services,64+,Male,278,223,473,0.345,4.98,00:03:14,14,1343.2,0.0296
Home & Garden/HVAC & Climate Control/Air Conditioners,64+,Male,277,226,511,0.274,5.78,00:04:35,13,1042.85,0.0254
Games/Computer & Video Games/Action & Platform Games,64+,Male,276,244,454,0.326,5.82,00:03:31,13,1114.76,0.0286
Online Communities/Feed Aggregation & Social Bookmarking,64+,Male,275,251,485,0.25,6.02,00:05:02,21,3121.69,0.0433
Internet & Telecom/Web Services/Web Stats & Analytics,64+,Male,274,221,579,0.283,6.94,00:06:56,30,2709.68,0.0518
Travel & Transportation/Tourist Destinations/Lakes & Rivers,64+,Male,274,212,591,0.362,4.78,00:03:09,20,1462.86,0.0338
Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle Licensing & Registration/Driving Instruction & Driver Education,64+,Male,272,217,511,0.364,5.48,00:03:47,15,944.92,0.0294
Autos & Vehicles/Motor Vehicles (By Brand)/Renault,64+,Male,270,213,474,0.329,5.26,00:03:35,16,2128.21,0.0338
Autos & Vehicles/Motor Vehicles (By Type)/Scooters & Mopeds,64+,Male,270,215,476,0.393,5.4,00:03:47,16,1531.77,0.0336
Sports/Motor Sports/Motorcycle Racing,64+,Male,270,225,498,0.345,5.1,00:03:14,19,1272.55,0.0382
Arts & Entertainment/Music & Audio/World Music/Reggae & Caribbean Music,64+,Male,269,202,496,0.345,5.85,00:04:25,22,1428.92,0.0444
Beauty & Fitness/Body Art,64+,Male,269,223,535,0.336,5.92,00:03:47,26,2295.76,0.0486
Shopping/Luxury Goods,64+,Male,269,216,479,0.29,5.64,00:03:47,16,1463.32,0.0334
"Arts & Entertainment/Movies/Thriller, Crime & Mystery Films",64+,Male,268,217,618,0.434,4.71,00:03:34,12,1182.98,0.0194
"Online Communities/Online Goodies/Skins, Themes & Wallpapers",64+,Male,268,232,474,0.283,6.62,00:04:49,28,2757.97,0.0591
Books & Literature/E-Books,64+,Male,266,228,532,0.32,7.24,00:05:09,21,2914.47,0.0395
Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/iOS Apps,64+,Male,265,205,522,0.31,5.92,00:03:55,25,2579.13,0.0479
Hobbies & Leisure/Water Activities/Boating,64+,Male,264,213,431,0.299,6.61,00:04:31,22,2083.84,0.051
Law & Government/Legal/Labor & Employment Law,64+,Male,264,201,541,0.311,5.35,00:04:02,24,1876.13,0.0444
People & Society/Family & Relationships/Romance,64+,Male,261,205,493,0.377,5.01,00:02:58,10,729.4,0.0203
Shopping/Consumer Resources/Customer Services/Loyalty Cards & Programs,64+,Male,258,196,473,0.368,4.69,00:03:07,12,641.73,0.0254
Pets & Animals/Pets/Horses,64+,Male,257,203,429,0.338,5.79,00:03:51,14,1438.71,0.0326
Business & Industrial/Industrial Materials & Equipment/Fluid Handling/Valves Hoses & Fittings,64+,Male,256,211,518,0.307,5.54,00:03:57,16,1209.34,0.0309
Autos & Vehicles/Motor Vehicles (By Brand)/Fiat/Alfa Romeo,64+,Male,253,195,411,0.28,8.47,00:04:21,19,1769.02,0.0462
Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software,64+,Male,253,204,439,0.294,5.82,00:03:57,23,1777.27,0.0524
Home & Garden/HVAC & Climate Control/Heaters,64+,Male,253,206,509,0.308,6.24,00:04:48,27,2351.52,0.053
Arts & Entertainment/Online Media/Virtual Tours,64+,Male,252,208,440,0.257,6.03,00:04:10,20,1320.27,0.0455
Internet & Telecom/Mobile & Wireless/Mobile & Wireless Accessories/Bluetooth Accessories,64+,Male,252,208,460,0.346,5.75,00:03:33,12,1773.55,0.0261
Shopping/Apparel/Athletic Apparel/Cycling Apparel,64+,Male,252,192,461,0.31,5.7,00:03:43,24,2761.51,0.0521
Business & Industrial/Construction & Maintenance/Construction Consulting & Contracting,64+,Male,251,189,449,0.29,6.39,00:04:17,22,2163.98,0.049
Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics,64+,Male,250,208,457,0.317,6.74,00:04:05,13,1317.48,0.0284
Books & Literature/Children's Literature,64+,Male,249,197,463,0.292,6.12,00:05:02,22,2002.94,0.0475
Food & Drink/Cooking & Recipes/Cuisines/Mediterranean Cuisine/Greek Cuisine,64+,Male,249,197,424,0.33,5.25,00:03:21,17,1306.15,0.0401
Books & Literature/Writers Resources,64+,Male,246,209,458,0.332,5.12,00:03:58,15,1508.45,0.0328
Internet & Telecom/Web Services/Search Engine Optimization & Marketing,64+,Male,246,208,393,0.331,5.29,00:03:48,12,1178.15,0.0305
Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions/LCD TVs,64+,Male,245,201,405,0.341,5.55,00:04:22,7,394.61,0.0173
Computers & Electronics/Software/Intelligent Personal Assistants,64+,Male,244,193,494,0.308,5.41,00:04:00,19,1526.53,0.0385
Shopping/Toys/Die-cast & Toy Vehicles,64+,Male,242,183,463,0.313,5.45,00:03:58,22,1288.36,0.0475
"Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Binoculars, Telescopes & Optical Devices",64+,Male,241,192,397,0.335,4.71,00:03:07,9,443.1,0.0227
Online Communities/Forum & Chat Providers,64+,Male,241,201,507,0.333,5.49,00:03:37,18,1560.75,0.0355
Autos & Vehicles/Motor Vehicles (By Type)/Off-Road Vehicles,64+,Male,240,196,471,0.304,6.56,00:04:38,16,1751.3,0.034
Computers & Electronics/Software/Business & Productivity Software/Calendar & Scheduling Software,64+,Male,240,199,385,0.252,6.21,00:04:51,22,2114.48,0.0571
Finance/Insurance/Vehicle Insurance/Auto Insurance,64+,Male,240,187,512,0.416,4.52,00:02:57,7,434.86,0.0137
Arts & Entertainment/Movies/Classic Films,64+,Male,239,182,501,0.274,6.33,00:04:29,10,639.76,0.02
Internet & Telecom/Email & Messaging/Voice & Video Chat,64+,Male,237,189,390,0.272,6.66,00:04:49,22,1812.25,0.0564
Business & Industrial/Textiles & Nonwovens,64+,Male,236,190,537,0.341,6,00:04:29,13,1028.95,0.0242
Food & Drink/Food/Dairy & Eggs,64+,Male,230,194,366,0.336,4.5,00:03:05,8,478.4,0.0219
News/Business News/Company News/Company Earnings,64+,Male,230,169,550,0.273,6.51,00:04:25,26,2781.48,0.0473
Autos & Vehicles/Bicycles & Accessories/Bike Accessories,64+,Male,229,195,413,0.266,6.82,00:05:04,18,1465.5,0.0436
Computers & Electronics/Networking/VPN & Remote Access,64+,Male,229,195,424,0.245,5.53,00:04:10,16,1207.47,0.0377
Hobbies & Leisure/Crafts,64+,Male,229,187,389,0.337,5.73,00:03:53,20,2033.74,0.0514
Reference/Humanities/Myth & Folklore,64+,Male,229,191,434,0.371,4.68,00:03:26,18,1277.5,0.0415
Arts & Entertainment/Music & Audio/Radio/Talk Radio,64+,Male,228,185,414,0.321,5.81,00:03:12,6,1515.74,0.0145
Arts & Entertainment/Comics & Animation/Cartoons,64+,Male,227,184,415,0.321,6.64,00:04:32,10,1479.47,0.0241
Internet & Telecom/Communications Equipment,64+,Male,225,179,490,0.32,6.19,00:04:23,25,1885.25,0.051
Shopping/Consumer Resources/Consumer Advocacy & Protection,64+,Male,225,184,385,0.333,4.78,00:03:36,21,2051.87,0.0545
Food & Drink/Food/Snack Foods,64+,Male,224,189,352,0.344,5.06,00:03:23,9,743.07,0.0256
Finance/Investing/Funds/Hedge Funds,64+,Male,222,182,384,0.289,4.77,00:03:12,16,1914.07,0.0417
Beauty & Fitness/Fitness/Fitness Equipment & Accessories/Weights & Strength Training Equipment,64+,Male,221,170,482,0.297,6.12,00:04:32,22,1493.99,0.0456
Business & Industrial/Agriculture & Forestry/Forestry,64+,Male,221,178,372,0.323,6.24,00:03:48,16,1420.46,0.043
Shopping/Apparel/Eyewear/Sunglasses,64+,Male,221,172,560,0.302,5.38,00:04:49,15,1351.14,0.0268
Arts & Entertainment/Movies/Movie Reference,64+,Male,220,178,344,0.27,5.85,00:03:49,14,1754.03,0.0407
Business & Industrial/Energy & Utilities/Waste Management,64+,Male,220,180,450,0.351,5.14,00:03:05,9,918.46,0.02
Shopping/Apparel/Footwear/Casual Shoes,64+,Male,219,179,425,0.306,4.67,00:03:40,9,648.15,0.0212
Games/Computer & Video Games/Strategy Games,64+,Male,218,184,367,0.327,5.97,00:04:13,16,1808.58,0.0436
Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Birthdays & Name Days,64+,Male,218,173,356,0.292,6.03,00:04:16,20,2374.27,0.0562
People & Society/Family & Relationships/Family/Parenting,64+,Male,218,176,358,0.349,5.13,00:03:21,13,1074.49,0.0363
Autos & Vehicles/Motor Vehicles (By Brand)/Fiat,64+,Male,217,180,407,0.315,5.15,00:03:26,12,1523.81,0.0295
Travel & Transportation/Tourist Destinations/Theme Parks,64+,Male,217,171,383,0.35,5.87,00:04:08,17,1732.54,0.0444
Autos & Vehicles/Motor Vehicles (By Type)/Hybrid & Alternative Vehicles,64+,Male,216,179,414,0.343,5.59,00:04:21,17,1372.93,0.0411
Computers & Electronics/Software/Multimedia Software/Desktop Publishing/Fonts,64+,Male,216,191,371,0.305,7.05,00:05:26,17,1556.5,0.0458
Food & Drink/Food/Herbs & Spices,64+,Male,215,173,372,0.363,5.05,00:03:19,12,1334.52,0.0323
Shopping/Apparel/Children's Clothing,64+,Male,215,170,421,0.276,6.56,00:04:00,21,1242.11,0.0499
Food & Drink/Food/Breakfast Foods,64+,Male,213,165,481,0.345,5.33,00:03:54,19,1506.47,0.0395
Games/Computer & Video Games/Massively Multiplayer Games,64+,Male,213,184,314,0.312,5.48,00:04:12,12,887.45,0.0382
Shopping/Apparel/Casual Apparel,64+,Male,213,161,430,0.286,8.08,00:04:20,13,846.8,0.0302
Business & Industrial/Chemicals Industry,64+,Male,210,157,388,0.307,4.73,00:03:26,14,987.43,0.0361
Real Estate/Real Estate Listings/Residential Sales/Condos & Townhomes,64+,Male,210,171,399,0.291,8.08,00:04:42,12,1659.36,0.0301
Sports/Water Sports/Surfing,64+,Male,210,180,355,0.316,6.43,00:04:12,11,1922.26,0.031
Autos & Vehicles/Motor Vehicles (By Brand)/Toyota/Lexus,64+,Male,209,161,383,0.345,5.49,00:03:12,8,1104.74,0.0209
Computers & Electronics/Computer Hardware/Hardware Modding & Tuning,64+,Male,209,175,371,0.267,6.14,00:04:12,19,1438.95,0.0512
Shopping/Gifts & Special Event Items/Flowers,64+,Male,209,163,489,0.313,6.22,00:05:24,42,3125.13,0.0859
Arts & Entertainment/Events & Listings/Expos & Conventions,64+,Male,208,165,344,0.285,5.84,00:03:42,22,1713.04,0.064
Computers & Electronics/Computer Hardware/Computer Drives & Storage/Hard Drives,64+,Male,207,164,365,0.315,5.28,00:03:58,10,1217.03,0.0274
Home & Garden/Home Furnishings/Kitchen & Dining Furniture,64+,Male,207,173,326,0.31,5.63,00:03:40,6,362.47,0.0184
Food & Drink/Cooking & Recipes/BBQ & Grilling,64+,Male,206,167,385,0.338,5.98,00:04:48,18,2000.33,0.0468
Jobs & Education/Jobs/Career Resources & Planning,64+,Male,204,164,404,0.309,7.02,00:05:00,15,1387.76,0.0371
Finance/Insurance/Life Insurance,64+,Male,203,156,394,0.292,6.7,00:05:05,17,1756.66,0.0431
Food & Drink/Food/Condiments & Dressings,64+,Male,203,175,355,0.344,4.81,00:03:33,8,846.38,0.0225
Internet & Telecom/Email & Messaging/Electronic Spam,64+,Male,203,175,382,0.259,5.91,00:03:16,16,680.27,0.0419
Shopping/Apparel/Shirts & Tops,64+,Male,203,97,617,0.327,6.89,00:03:35,13,610.46,0.0211
Business & Industrial/Retail Trade/Retail Equipment & Technology,64+,Male,202,162,356,0.36,5.46,00:03:30,12,1020.93,0.0337
Autos & Vehicles/Bicycles & Accessories/Road Bikes,64+,Male,201,165,370,0.214,7.29,00:04:59,23,2944.76,0.0622
Autos & Vehicles/Vehicle Parts & Services/Vehicle Parts & Accessories/Auto Interior,64+,Male,201,167,382,0.325,6.16,00:04:06,16,1035.81,0.0419
Autos & Vehicles/Motor Vehicles (By Brand)/Skoda,64+,Male,200,168,367,0.332,4.45,00:02:50,8,488.1,0.0218
Science/Earth Sciences/Paleontology,64+,Male,200,161,341,0.408,4.81,00:03:06,11,858.66,0.0323
Sports/International Sports Competitions,64+,Male,200,159,375,0.405,6.34,00:03:59,18,1572.21,0.048
Home & Garden/Home Appliances,64+,Male,198,173,320,0.359,5.24,00:02:46,8,496.95,0.025
Beauty & Fitness/Fashion & Style/Fashion Modeling,64+,Male,197,165,350,0.391,4.99,00:03:30,4,225.13,0.0114
Shopping/Gifts & Special Event Items/Party & Holiday Supplies,64+,Male,196,163,416,0.409,4.09,00:02:17,12,768.12,0.0288
Business & Industrial/Pharmaceuticals & Biotech,64+,Male,195,154,345,0.333,5.84,00:03:55,17,1497.97,0.0493
Shopping/Apparel/Formal Wear/Bridal Wear,64+,Male,195,145,367,0.311,6.5,00:04:00,21,1854.58,0.0572
Sports/Fantasy Sports,64+,Male,194,153,339,0.26,6.25,00:04:09,18,1319.99,0.0531
Autos & Vehicles/Motor Vehicles (By Brand)/Suzuki,64+,Male,193,152,354,0.432,4.11,00:02:36,9,708.88,0.0254
Computers & Electronics/Software/Multimedia Software/Audio & Music Software,64+,Male,192,155,350,0.351,6.01,00:04:16,15,951.13,0.0429
Arts & Entertainment/Movies/Animated Films,64+,Male,191,153,317,0.312,4.66,00:03:13,6,681.85,0.0189
Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Dishwashers,64+,Male,191,152,326,0.273,5.9,00:03:34,10,608.63,0.0307
Arts & Entertainment/Music & Audio/Music Equipment & Technology/Music Recording Technology,64+,Male,190,158,390,0.308,4.77,00:03:15,8,473.33,0.0205
Finance/Investing/Funds,64+,Male,190,155,361,0.194,7.27,00:05:49,19,1701.75,0.0526
Finance/Investing/Funds/Exchange Traded Funds,64+,Male,189,155,292,0.243,7,00:05:16,13,1332.01,0.0445
Computers & Electronics/Programming/Scripting Languages,64+,Male,188,155,352,0.213,6.68,00:05:06,19,2886.41,0.054
Finance/Insurance/Health Insurance,64+,Male,188,156,413,0.436,5.04,00:03:33,9,1215.16,0.0218
Shopping/Toys,64+,Male,188,150,376,0.343,4.89,00:03:12,17,1128.04,0.0452
Arts & Entertainment/Music & Audio/Rock Music/Punk (Music),64+,Male,187,149,334,0.353,6.07,00:04:19,15,1145.04,0.0449
Arts & Entertainment/Music & Audio/Soundtracks,64+,Male,187,153,328,0.277,7.45,00:04:47,24,2115.8,0.0732
Food & Drink/Restaurants/Pizzerias,64+,Male,186,162,307,0.332,5.53,00:03:06,7,522.19,0.0228
Law & Government/Government/Intelligence & Counterterrorism,64+,Male,186,132,330,0.315,6.39,00:04:18,10,681.96,0.0303
Online Communities/Dating & Personals/Personals,64+,Male,186,153,369,0.36,5.8,00:04:13,15,1239.58,0.0407
Reference/General Reference/Forms Guides & Templates/Legal Forms,64+,Male,186,140,333,0.258,7.01,00:05:23,10,778.17,0.03
Law & Government/Public Safety/Emergency Services,64+,Male,185,142,339,0.313,5.9,00:04:11,10,947.92,0.0295
Books & Literature/Book Retailers,64+,Male,184,145,333,0.372,5.34,00:03:17,13,2019.38,0.039
Food & Drink/Food & Grocery Delivery/Grocery Delivery Services,64+,Male,184,158,326,0.35,5.67,00:02:36,14,719.75,0.0429
Food & Drink/Food/Grains & Pasta,64+,Male,184,148,343,0.356,5.19,00:03:52,12,1168.62,0.035
Internet & Telecom/Communications Equipment/Radio Equipment,64+,Male,184,156,344,0.349,3.73,00:02:50,7,510.19,0.0203
Computers & Electronics/Software/Operating Systems/Linux & Unix,64+,Male,183,161,343,0.353,4.71,00:03:23,8,876.21,0.0233
People & Society/Social Issues & Advocacy/Work & Labor Issues/Unions & Labor Movement,64+,Male,183,139,363,0.309,4.69,00:03:07,14,979.32,0.0386
Arts & Entertainment/Music & Audio/Podcasts,64+,Male,181,148,288,0.306,6,00:04:37,21,1949.13,0.0729
Arts & Entertainment/Performing Arts/Magic,64+,Male,181,150,321,0.399,4.59,00:03:44,11,1419.49,0.0343
Computers & Electronics/Computer Hardware/Computer Drives & Storage/Flash Drives & Memory Cards,64+,Male,181,149,292,0.319,4.61,00:03:06,6,510.91,0.0205
Computers & Electronics/Consumer Electronics/TV & Video Equipment/Home Theater Systems,64+,Male,181,138,334,0.273,5.96,00:04:33,13,644.14,0.0389
Arts & Entertainment/Movies/Musical Films,64+,Male,180,140,384,0.266,5.06,00:03:45,16,1590.1,0.0417
Food & Drink/Restaurants/Fast Food/Burgers,64+,Male,180,142,324,0.386,5.57,00:03:44,11,915.69,0.034
Arts & Entertainment/Movies/Horror Films,64+,Male,179,148,339,0.339,6.57,00:05:09,16,1317.92,0.0472
Sports/Sport Scores & Statistics,64+,Male,179,145,312,0.305,6.74,00:04:09,7,859.16,0.0224
Computers & Electronics/Electronics & Electrical/Electrical Test & Measurement,64+,Male,178,144,370,0.362,4.62,00:03:45,8,504.5,0.0216
Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Drums & Percussion,64+,Male,177,135,353,0.306,5.43,00:04:14,8,355.54,0.0227
Beauty & Fitness/Face & Body Care/Hygiene & Toiletries/Hand & Body Soaps,64+,Male,176,132,324,0.299,5.47,00:04:02,10,582.29,0.0309
Finance/Financial Planning & Management/Inheritance & Estate Planning,64+,Male,176,135,341,0.279,5.64,00:03:44,15,1916.15,0.044
Sports/Individual Sports,64+,Male,176,143,295,0.393,4,00:03:02,4,179.6,0.0136
Finance/Credit & Lending/Loans/Vehicle Financing/Auto Financing/Auto Leasing,64+,Male,175,137,310,0.294,5.86,00:03:31,11,762.62,0.0355
Business & Industrial/Shipping & Logistics/Moving & Relocation,64+,Male,174,150,238,0.55,4.38,00:02:31,6,439.75,0.0252
Computers & Electronics/Programming,64+,Male,174,154,345,0.246,6.94,00:04:45,11,1042.18,0.0319
Autos & Vehicles/Bicycles & Accessories/Mountain Bikes,64+,Male,173,136,336,0.283,4.96,00:03:23,13,978.34,0.0387
Autos & Vehicles/Motor Vehicles (By Brand)/Chevrolet,64+,Male,172,145,304,0.326,5.19,00:03:47,12,1422.63,0.0395
Law & Government/Public Safety/Public Health,64+,Male,172,132,295,0.288,7.64,00:05:31,18,1616.55,0.061
Beauty & Fitness/Beauty Services & Spas/Massage Therapy,64+,Male,171,134,319,0.364,4.88,00:02:42,8,508.27,0.0251
Arts & Entertainment/Events & Listings/Event Ticket Sales,64+,Male,170,129,317,0.29,6.62,00:04:46,16,1544.7,0.0505
Autos & Vehicles/Motor Vehicles (By Brand)/SEAT,64+,Male,170,139,313,0.297,5.45,00:03:35,9,739.55,0.0288
People & Society/Social Sciences/Political Science/International Relations,64+,Male,170,124,325,0.348,6.03,00:04:03,15,1281.21,0.0462
Science/Earth Sciences/Water & Marine Sciences,64+,Male,170,134,366,0.325,5.83,00:04:42,10,756.13,0.0273
Travel & Transportation/Tourist Destinations/Regional Parks & Gardens,64+,Male,169,139,280,0.35,5.28,00:03:32,11,1263.94,0.0393
Computers & Electronics/Software/Business & Productivity Software/Accounting & Financial Software,64+,Male,167,136,288,0.33,5.39,00:03:07,15,1324.09,0.0521
Computers & Electronics/Consumer Electronics/Car Electronics/Car Audio,64+,Male,166,137,322,0.323,6.2,00:03:41,7,688.94,0.0217
Reference/Humanities/Philosophy,64+,Male,166,127,288,0.274,5.54,00:03:08,10,716.03,0.0347
Shopping/Toys/Outdoor Toys & Play Equipment,64+,Male,166,132,323,0.328,6.2,00:03:47,15,1243.54,0.0464
Beauty & Fitness/Fitness/Fitness Equipment & Accessories,64+,Male,165,129,337,0.249,6.09,00:03:57,9,857.56,0.0267
Finance/Investing/Stocks & Bonds/Exchanges,64+,Male,165,126,321,0.203,8.51,00:06:30,17,1806.2,0.053
Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine/Chinese Cuisine,64+,Male,165,142,269,0.376,5.65,00:03:26,8,550.58,0.0297
Food & Drink/Cooking & Recipes/Cuisines/Mediterranean Cuisine/Spanish Cuisine,64+,Male,165,128,318,0.34,5.02,00:02:50,11,540.2,0.0346
Internet & Telecom/Mobile & Wireless/Mobile Phones,64+,Male,165,125,368,0.375,5.66,00:04:30,10,1055.66,0.0272
Shopping/Apparel/Eyewear/Eyeglasses & Contacts,64+,Male,165,123,332,0.316,4.57,00:02:45,5,378.13,0.0151
Computers & Electronics/Electronics & Electrical,64+,Male,164,124,318,0.311,5.97,00:03:47,13,935.72,0.0409
Shopping/Apparel/Uniforms & Workwear,64+,Male,164,134,325,0.339,4.93,00:03:15,8,511.51,0.0246
Business & Industrial/Energy & Utilities/Nuclear Energy,64+,Male,163,120,288,0.323,6.09,00:03:25,10,1179.06,0.0347
Autos & Vehicles/Motor Vehicles (By Brand)/Rolls-Royce,64+,Male,162,123,372,0.344,4.92,00:03:24,13,581.25,0.0349
Arts & Entertainment/Music & Audio/World Music/East Asian Music,64+,Male,161,128,288,0.33,6.19,00:04:41,12,1407.13,0.0417
